09.57.46.559 23	0.357187	-0.031250	19.018750	-0.017812	0.419062	22.100000	0.119687	0.317812	20.018750	0.151562	0.502500	19.662500	0.074687	0.443437	19.343750	0.043750	0.332500	20.181250	0.147187	0.257500	19.725000	0.085625	0.524375	19.612500	0.083437	0.495000	19.568750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	000
09.57.46.895 23	0.406562	-0.028437	21.750000	-0.031562	0.477187	25.275000	0.141562	0.371562	22.825000	0.178125	0.577812	22.518750	0.068125	0.504375	22.143750	0.048750	0.370000	23.062500	0.170937	0.267187	22.468750	0.105625	0.605625	22.400000	0.094062	0.546562	22.456250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	001
09.57.47.234 23	0.403437	-0.020000	21.768750	-0.030625	0.487500	25.300000	0.140625	0.372187	22.793750	0.175937	0.575625	22.487500	0.066562	0.502812	22.075000	0.036875	0.416250	23.100000	0.157187	0.317187	22.512500	0.100625	0.596250	22.431250	0.112187	0.559062	22.462500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	002
09.57.47.562 23	0.409062	-0.029375	21.800000	-0.028437	0.466250	25.281250	0.139375	0.370625	22.900000	0.176562	0.581562	22.500000	0.063750	0.510000	22.156250	0.035000	0.381250	23.062500	0.162500	0.294687	22.450000	0.109687	0.588750	22.412500	0.096875	0.538125	22.437500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	003
09.57.47.898 23	0.397500	-0.040312	21.806250	-0.043437	0.465625	25.312500	0.130000	0.377500	22.868750	0.152812	0.576250	22.462500	0.036250	0.493125	22.156250	0.030937	0.360937	23.087500	0.151250	0.250000	22.450000	0.098125	0.586250	22.387500	0.083437	0.541875	22.406250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	004
09.57.48.235 23	0.403750	-0.039687	21.781250	-0.024062	0.475312	25.250000	0.134375	0.352187	22.881250	0.180625	0.577500	22.525000	0.057500	0.492812	22.218750	0.029687	0.409687	23.062500	0.159687	0.316562	22.506250	0.107187	0.582812	22.443750	0.109375	0.541562	22.381250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	005
09.57.48.570 23	0.416250	-0.033125	21.793750	-0.013437	0.468125	25.331250	0.145625	0.347500	22.943750	0.179062	0.580625	22.568750	0.063750	0.488125	22.218750	0.037812	0.372500	23.106250	0.172812	0.296250	22.462500	0.125000	0.576250	22.493750	0.113437	0.550000	22.475000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	006
09.57.48.906 23	0.418437	-0.051250	21.806250	-0.017187	0.468750	25.337500	0.138750	0.350625	22.943750	0.180937	0.574687	22.512500	0.057500	0.483125	22.231250	0.050625	0.347812	23.062500	0.185000	0.256562	22.525000	0.109375	0.574375	22.468750	0.116250	0.542187	22.443750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	007
09.57.49.241 23	0.414375	-0.046562	21.812500	-0.020625	0.471562	25.331250	0.137187	0.354062	22.962500	0.184687	0.568125	22.512500	0.062812	0.479062	22.250000	0.044062	0.394062	23.187500	0.173750	0.291562	22.537500	0.103125	0.576875	22.481250	0.133125	0.537187	22.418750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	008
09.57.49.574 23	0.420937	-0.047500	21.831250	-0.013125	0.458125	25.325000	0.138750	0.342187	22.981250	0.179062	0.576250	22.568750	0.070937	0.479062	22.212500	0.037500	0.397500	23.156250	0.175312	0.297500	22.550000	0.106875	0.577187	22.487500	0.123437	0.538750	22.462500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	009
09.57.49.911 23	0.417187	-0.048125	21.825000	-0.012812	0.463125	25.312500	0.137187	0.348750	22.975000	0.171875	0.565000	22.593750	0.064375	0.489375	22.193750	0.064687	0.347187	23.125000	0.187812	0.248125	22.506250	0.116562	0.583437	22.487500	0.115312	0.545312	22.450000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	010
09.57.50.245 23	0.415937	-0.050937	21.800000	-0.019375	0.462812	25.331250	0.146562	0.340312	22.981250	0.187500	0.567812	22.450000	0.065937	0.469062	22.275000	0.055312	0.390000	23.200000	0.179687	0.288750	22.525000	0.117812	0.574375	22.468750	0.117187	0.535312	22.437500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	011
09.57.50.580 23	0.416250	-0.046875	21.831250	-0.009062	0.454687	25.375000	0.143750	0.326250	23.000000	0.179062	0.568437	22.518750	0.070625	0.474375	22.318750	0.047500	0.383437	23.200000	0.170312	0.299062	22.587500	0.120937	0.570937	22.475000	0.127187	0.534375	22.493750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	012
09.57.50.917 23	0.416562	-0.057187	21.843750	-0.014687	0.450937	25.350000	0.139687	0.331250	22.981250	0.199062	0.567812	22.543750	0.057812	0.470000	22.312500	0.063750	0.338437	23.181250	0.198437	0.246250	22.537500	0.116875	0.565625	22.518750	0.128125	0.525000	22.481250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	013
09.57.51.253 23	0.416875	-0.055625	21.850000	-0.014687	0.443750	25.337500	0.138750	0.329062	22.987500	0.187500	0.564062	22.562500	0.056875	0.460937	22.312500	0.061250	0.370000	23.181250	0.184687	0.270000	22.562500	0.117500	0.567187	22.506250	0.129687	0.525312	22.512500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	014
09.57.51.588 23	0.416250	-0.055000	21.881250	-0.009687	0.457812	25.343750	0.135937	0.318125	23.000000	0.182500	0.563750	22.587500	0.057500	0.468750	22.362500	0.047812	0.382187	23.225000	0.174375	0.280937	22.618750	0.128125	0.566250	22.500000	0.125312	0.530000	22.487500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	015
09.57.51.923 23	0.419687	-0.068125	21.831250	-0.003750	0.450312	25.381250	0.137812	0.325312	23.031250	0.179375	0.561875	22.581250	0.052812	0.473437	22.318750	0.077500	0.335937	23.175000	0.188750	0.237187	22.618750	0.118437	0.566562	22.506250	0.125312	0.522812	22.487500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	016
09.57.52.257 23	0.421562	-0.054687	21.887500	-0.004375	0.456875	25.425000	0.142187	0.315937	23.075000	0.190625	0.562500	22.625000	0.048125	0.456875	22.381250	0.056250	0.387500	23.137500	0.191562	0.272187	22.618750	0.122187	0.570625	22.525000	0.134687	0.518125	22.481250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	017
09.57.52.593 23	0.417812	-0.059687	21.925000	-0.003750	0.449375	25.387500	0.138750	0.327500	23.125000	0.181562	0.568437	22.593750	0.054687	0.453125	22.300000	0.050937	0.373437	23.268750	0.187500	0.280312	22.625000	0.126250	0.562187	22.575000	0.129687	0.518125	22.525000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	018
09.57.52.927 23	0.411250	-0.053437	21.893750	-0.006562	0.447187	25.431250	0.139062	0.325312	23.018750	0.185000	0.566562	22.618750	0.050000	0.452500	22.343750	0.079375	0.325625	23.300000	0.198750	0.237500	22.625000	0.120000	0.567187	22.543750	0.139375	0.516562	22.525000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	019
09.57.53.265 23	0.416875	-0.058750	21.868750	-0.016250	0.446562	25.393750	0.144062	0.326250	23.087500	0.190625	0.558437	22.618750	0.055312	0.457500	22.343750	0.053125	0.389687	23.256250	0.192500	0.283437	22.681250	0.129687	0.551250	22.643750	0.139687	0.515312	22.525000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	020
09.57.53.600 23	0.418437	-0.060937	21.943750	-0.005937	0.441875	25.381250	0.150312	0.312500	23.068750	0.199375	0.547812	22.643750	0.050312	0.450937	22.387500	0.057187	0.352187	23.287500	0.195312	0.266875	22.681250	0.121562	0.567187	22.625000	0.135625	0.526875	22.531250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	021
09.57.53.934 23	0.408437	-0.072812	21.950000	-0.021250	0.427812	25.350000	0.143437	0.315312	23.112500	0.200000	0.564375	22.637500	0.047187	0.450625	22.406250	0.080312	0.324687	23.256250	0.210000	0.225937	22.675000	0.125000	0.555000	22.575000	0.137187	0.522812	22.525000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	022
09.57.54.270 23	0.417500	-0.065000	22.000000	0.001250	0.429375	25.368750	0.146562	0.310625	23.100000	0.195312	0.556562	22.631250	0.051875	0.453125	22.425000	0.056875	0.383125	23.281250	0.195000	0.273125	22.718750	0.130000	0.549687	22.593750	0.145937	0.510000	22.562500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	023
09.57.54.604 23	0.417812	-0.060312	21.943750	-0.011250	0.417812	25.406250	0.142187	0.304375	23.150000	0.186562	0.561250	22.668750	0.048437	0.443125	22.443750	0.055312	0.361250	23.312500	0.206875	0.274687	22.668750	0.127500	0.553750	22.637500	0.125000	0.520312	22.506250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	024
09.57.54.940 23	0.420000	-0.075312	21.887500	-0.001875	0.421562	25.443750	0.141562	0.302812	23.218750	0.184687	0.564062	22.681250	0.039375	0.437500	22.456250	0.079375	0.326875	23.312500	0.216250	0.225000	22.643750	0.134375	0.542187	22.537500	0.149687	0.516562	22.531250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	025
09.57.55.274 23	0.421250	-0.071875	21.950000	-0.011875	0.420937	25.487500	0.148125	0.296562	23.231250	0.191562	0.555312	22.650000	0.045312	0.443125	22.418750	0.054687	0.383750	23.293750	0.199687	0.270312	22.687500	0.140312	0.540312	22.593750	0.140625	0.527500	22.537500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	026
09.57.55.611 23	0.420000	-0.074687	21.975000	0.004062	0.443437	25.412500	0.138125	0.305625	23.143750	0.190312	0.563437	22.668750	0.043437	0.436875	22.468750	0.057812	0.336875	23.262500	0.205312	0.261875	22.762500	0.130625	0.547500	22.556250	0.140625	0.505000	22.606250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	027
09.57.55.946 23	0.427500	-0.064687	21.950000	-0.002812	0.430312	25.437500	0.140937	0.294062	23.187500	0.195937	0.566875	22.631250	0.037500	0.430625	22.443750	0.075625	0.332812	23.293750	0.209375	0.223437	22.737500	0.128750	0.542812	22.575000	0.149062	0.504375	22.537500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	028
09.57.56.283 23	0.415937	-0.076250	22.012500	-0.007812	0.418125	25.406250	0.140000	0.284375	23.231250	0.193437	0.556562	22.731250	0.040312	0.437187	22.518750	0.062812	0.378750	23.306250	0.207187	0.268125	22.768750	0.126875	0.540937	22.587500	0.136250	0.507500	22.556250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	029
09.57.56.615 23	0.423437	-0.072187	22.031250	-0.007500	0.419062	25.475000	0.150312	0.280312	23.181250	0.191562	0.556562	22.800000	0.045625	0.426250	22.481250	0.064687	0.334375	23.281250	0.206562	0.236875	22.756250	0.144062	0.538125	22.656250	0.145000	0.514375	22.562500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	030
09.57.56.953 23	0.417812	-0.072187	22.037500	-0.003750	0.410937	25.443750	0.146875	0.287812	23.218750	0.196875	0.554062	22.756250	0.038750	0.432812	22.468750	0.082500	0.340312	23.250000	0.210625	0.227500	22.743750	0.137812	0.538750	22.612500	0.136250	0.507812	22.631250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	031
09.57.57.290 23	0.418750	-0.068437	21.993750	0.008437	0.412187	25.506250	0.150312	0.289687	23.212500	0.197500	0.550625	22.837500	0.036562	0.423125	22.500000	0.059062	0.380312	23.250000	0.204687	0.277812	22.750000	0.136562	0.531250	22.675000	0.143437	0.511250	22.668750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	032
09.57.57.625 23	0.426562	-0.073125	22.050000	0.005937	0.405000	25.487500	0.144375	0.280937	23.237500	0.195312	0.546250	22.700000	0.045000	0.425000	22.512500	0.070000	0.327812	23.337500	0.210312	0.240937	22.743750	0.126250	0.535000	22.706250	0.138125	0.502187	22.681250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	033
09.57.57.961 23	0.425625	-0.080000	22.100000	0.002812	0.417187	25.493750	0.149375	0.284687	23.243750	0.194375	0.545625	22.731250	0.032812	0.425000	22.543750	0.079062	0.340625	23.306250	0.221562	0.236875	22.831250	0.142187	0.526875	22.693750	0.138437	0.509062	22.650000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	034
09.57.58.293 23	0.415937	-0.071250	22.106250	0.000625	0.413437	25.537500	0.144062	0.288750	23.262500	0.197187	0.546562	22.825000	0.037812	0.412812	22.512500	0.065937	0.367500	23.281250	0.212187	0.267187	22.743750	0.134062	0.520312	22.706250	0.137187	0.491875	22.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	035
09.57.58.629 23	0.416250	-0.080625	22.075000	0.001250	0.399062	25.543750	0.152812	0.270937	23.231250	0.198437	0.554375	22.800000	0.034375	0.415937	22.481250	0.085312	0.318125	23.281250	0.215625	0.214687	22.762500	0.137187	0.528750	22.737500	0.154062	0.502812	22.656250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	036
09.57.58.965 23	0.421875	-0.081250	22.068750	-0.001250	0.400312	25.562500	0.142812	0.284062	23.250000	0.201562	0.545312	22.831250	0.028437	0.406562	22.506250	0.091562	0.350000	23.306250	0.215312	0.240312	22.812500	0.132812	0.529062	22.656250	0.148750	0.490312	22.687500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	037
09.57.59.300 23	0.415625	-0.086250	22.075000	0.005625	0.409687	25.537500	0.144687	0.271562	23.262500	0.193125	0.543437	22.868750	0.034375	0.400937	22.543750	0.058750	0.351562	23.312500	0.198125	0.268750	22.781250	0.134062	0.524375	22.750000	0.155312	0.499375	22.675000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	038
09.57.59.637 23	0.412500	-0.090312	22.068750	0.003125	0.395312	25.550000	0.147812	0.276562	23.300000	0.210000	0.538750	22.837500	0.030000	0.415937	22.531250	0.077812	0.318125	23.243750	0.206250	0.204062	22.743750	0.139062	0.516250	22.737500	0.155312	0.492812	22.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4095	039
