14.56.43.894 23	-0.119687	-0.876562	1.255000	-0.023750	-0.462187	1.390625	0.084375	-0.166562	1.277500	0.117500	-0.185937	1.235937	-0.286875	-0.053750	1.244062	-0.062187	-0.438750	1.239687	-0.100312	1.171875	1.215312	-0.020625	-0.119062	1.235937	-2.048000	0.116063	0.326000	1.174625	0.181375	0.028625	1.017625	0.096875	0.135500	3692	023
14.56.44.226 23	-0.135937	-0.879375	1.255312	-0.008437	-0.459375	1.392187	0.096562	-0.151250	1.275937	0.114062	-0.197812	1.234687	-0.291562	-0.063437	1.244062	-0.070937	-0.450625	1.238437	-0.096562	1.168750	1.217187	-0.024062	-0.114687	1.235625	-2.048000	0.116625	0.326938	1.175063	0.183250	0.029375	1.016375	0.096125	0.136625	3692	025
14.56.44.553 23	-0.139062	-0.880625	1.253437	-0.025000	-0.454687	1.390625	0.089375	-0.158437	1.278750	0.120625	-0.188125	1.233437	-0.293125	-0.054375	1.244062	-0.071562	-0.432187	1.238437	-0.096562	1.167187	1.218437	-0.017187	-0.112812	1.236250	-2.048000	0.117000	0.326813	1.174750	0.182375	0.030063	1.018063	0.096438	0.134875	3692	027
14.56.44.884 23	-0.129375	-0.869375	1.254687	-0.025625	-0.460625	1.394687	0.086562	-0.166875	1.275000	0.115312	-0.191875	1.233125	-0.295000	-0.047812	1.246875	-0.065312	-0.442187	1.240000	-0.087187	1.163437	1.220000	-0.025937	-0.122187	1.235937	-2.048000	0.114938	0.326000	1.175688	0.182000	0.028563	1.015438	0.097563	0.134000	3692	029
14.56.45.214 23	-0.128437	-0.878125	1.251875	-0.020000	-0.463437	1.393125	0.094687	-0.163437	1.278437	0.107500	-0.191875	1.233750	-0.295625	-0.048125	1.244687	-0.062500	-0.444062	1.240000	-0.103750	1.160937	1.219687	-0.018750	-0.109062	1.234687	-2.048000	0.117188	0.326063	1.176000	0.183688	0.029125	1.018000	0.096875	0.136188	3692	031
14.56.45.547 23	-0.135625	-0.870625	1.254062	-0.012187	-0.451250	1.396875	0.085937	-0.157500	1.277812	0.112187	-0.202812	1.232812	-0.299062	-0.059375	1.246875	-0.060937	-0.448750	1.239375	-0.102812	1.170312	1.219687	-0.012812	-0.112812	1.236875	-2.048000	0.116438	0.327375	1.176000	0.183375	0.029750	1.016250	0.097000	0.134750	3692	033
14.56.45.879 23	-0.135625	-0.865312	1.253437	-0.027812	-0.454375	1.392500	0.095312	-0.169062	1.276562	0.106875	-0.205937	1.232187	-0.293125	-0.057500	1.246250	-0.070312	-0.444687	1.241250	-0.094062	1.171562	1.222187	-0.016562	-0.121250	1.235312	-2.048000	0.116188	0.327313	1.174438	0.183000	0.029063	1.017250	0.097500	0.135500	3692	035
14.56.46.210 23	-0.286562	-0.985312	1.250625	-0.049375	-0.463750	1.392812	0.006875	-0.220625	1.276875	-0.024687	-0.318125	1.235000	-0.367187	-0.232187	1.245625	-0.198125	-0.521250	1.240312	-0.255625	1.112187	1.220312	-0.113437	-0.194062	1.237812	-2.048000	0.095563	0.328750	1.165313	0.181000	0.030313	1.009750	0.089000	0.135000	3515	037
14.56.46.540 23	-1.354062	-1.691562	1.255625	-0.154375	-0.458750	1.395625	-0.452812	-0.570312	1.279687	-0.845625	-0.980312	1.234687	-0.796875	-1.273437	1.245937	-0.899375	-0.989375	1.240000	-1.130937	0.902187	1.219687	-0.675312	-0.637812	1.237187	-2.048000	-1.061250	0.346375	0.595313	-0.696625	0.039188	0.413500	-0.818750	0.140750	2242	039
14.56.46.872 23	-1.200937	-1.580000	1.257812	-0.182187	-0.474062	1.392187	-0.432187	-0.520937	1.279375	-0.757500	-0.884375	1.235312	-0.789687	-1.112187	1.247812	-0.854062	-0.940937	1.241250	-1.057812	0.921250	1.220625	-0.655000	-0.607500	1.237812	-2.048000	-0.214813	0.344750	-0.848313	-0.720813	0.041375	-0.813375	-0.630500	0.141250	1157	041
14.56.47.203 23	-1.182187	-1.635312	1.255625	-0.103437	-0.512812	1.391250	-0.370000	-0.570000	1.278750	-0.723750	-0.959687	1.236875	-0.730312	-1.213437	1.246250	-0.823750	-1.001250	1.240625	-1.029687	0.861562	1.221875	-0.620625	-0.653437	1.240937	-2.048000	0.902938	0.328250	-0.764688	0.896375	0.027000	-0.607063	0.788500	0.126438	0031	043
14.56.47.534 23	-0.534062	-1.203125	1.254687	-0.015312	-0.488750	1.392187	-0.067812	-0.347187	1.277187	-0.214375	-0.530937	1.237812	-0.443750	-0.564375	1.245000	-0.352187	-0.688750	1.240937	-0.459375	1.038437	1.218437	-0.232187	-0.357500	1.240937	-2.048000	0.296500	0.326813	0.872375	0.714125	0.027125	0.841000	0.504313	0.132688	3641	045
14.56.47.865 23	-0.139375	-0.886250	1.255625	-0.030937	-0.474062	1.393750	0.088437	-0.168437	1.277500	0.114062	-0.200312	1.235312	-0.300000	-0.051875	1.245937	-0.060937	-0.445625	1.240312	-0.097187	1.156562	1.219375	-0.016562	-0.130312	1.236875	-2.048000	0.033688	0.326250	1.204375	0.079313	0.029125	1.036313	0.012750	0.135813	3644	047
14.56.48.195 23	-0.122187	-0.862812	1.257500	-0.035625	-0.468750	1.393125	0.089687	-0.156875	1.279375	0.134375	-0.184375	1.235000	-0.287187	-0.045625	1.245625	-0.060000	-0.439062	1.240000	-0.094062	1.167187	1.220937	-0.004062	-0.110625	1.242187	-2.048000	0.047625	0.326375	1.182250	0.094500	0.029688	1.023375	0.022625	0.135625	3660	049
14.56.48.528 23	-0.098750	-0.852187	1.257187	-0.016875	-0.470000	1.394062	0.098125	-0.144375	1.277187	0.151875	-0.176250	1.235000	-0.277500	-0.019687	1.245312	-0.038437	-0.425312	1.239687	-0.070000	1.182500	1.222187	0.003750	-0.103125	1.239687	-2.048000	0.091313	0.326500	1.180563	0.130000	0.029750	1.022500	0.058750	0.135375	3700	051
14.56.48.860 23	-0.058437	-0.825000	1.255312	-0.002812	-0.468437	1.392500	0.121875	-0.137812	1.275000	0.190312	-0.144375	1.235000	-0.252500	0.029375	1.246562	-0.010000	-0.403750	1.239062	-0.022812	1.182812	1.219062	0.029687	-0.073125	1.240312	-2.048000	0.221563	0.325688	1.170688	0.228438	0.029938	1.010250	0.157125	0.135125	3792	053
14.56.49.189 23	-0.142187	-0.886562	1.256562	-0.004687	-0.468125	1.394687	0.090625	-0.166250	1.277187	0.117812	-0.197812	1.236562	-0.292500	-0.057500	1.245000	-0.070625	-0.440625	1.241562	-0.096562	1.160000	1.221250	-0.021562	-0.122187	1.244375	-2.048000	0.289313	0.325313	1.133750	0.372875	0.026750	0.982000	0.269625	0.131438	3791	055
14.56.49.520 23	-0.149687	-0.875625	1.256875	-0.006250	-0.465937	1.390000	0.090625	-0.170000	1.279062	0.108437	-0.215625	1.240312	-0.299375	-0.073750	1.245937	-0.073437	-0.450312	1.243437	-0.107187	1.167500	1.221875	-0.025937	-0.122500	1.241875	-2.048000	0.284500	0.325000	1.137438	0.373500	0.028875	0.985500	0.268375	0.131750	3779	057
14.56.49.851 23	-0.125312	-0.873750	1.255937	-0.023437	-0.465625	1.395625	0.085625	-0.170937	1.276875	0.118750	-0.203750	1.239687	-0.298125	-0.060625	1.245000	-0.066562	-0.439375	1.243437	-0.096250	1.161250	1.221250	-0.015312	-0.118750	1.242812	-2.048000	0.267063	0.326438	1.143750	0.353125	0.028313	0.991500	0.248563	0.132438	3779	059
14.56.50.182 23	-0.140312	-0.877812	1.255000	-0.020000	-0.461875	1.394062	0.099687	-0.170312	1.277812	0.117187	-0.197812	1.239062	-0.294687	-0.054375	1.245625	-0.063750	-0.438750	1.241875	-0.099375	1.161250	1.219062	-0.011562	-0.127187	1.240937	-2.048000	0.265813	0.324875	1.144250	0.352625	0.028438	0.992750	0.245813	0.133375	3779	061
14.56.50.513 23	-0.129687	-0.879062	1.253125	-0.021875	-0.468125	1.395625	0.090000	-0.167500	1.278125	0.116250	-0.207187	1.239687	-0.282500	-0.059375	1.247500	-0.063125	-0.444375	1.242500	-0.091875	1.162187	1.221250	-0.007500	-0.128750	1.242812	-2.048000	0.267313	0.325250	1.143813	0.351125	0.026313	0.990875	0.245000	0.133375	3779	063
14.56.50.845 23	-0.134687	-0.866250	1.254375	-0.008750	-0.469062	1.395937	0.093750	-0.167500	1.276875	0.116250	-0.202500	1.238125	-0.288437	-0.061250	1.246562	-0.063437	-0.444062	1.238437	-0.085000	1.153125	1.223125	-0.010000	-0.117500	1.242187	-2.048000	0.266938	0.325938	1.143500	0.352125	0.028625	0.991000	0.247000	0.136000	3779	065
14.56.51.176 23	-0.126250	-0.870625	1.254375	-0.013750	-0.467187	1.395937	0.090937	-0.156875	1.279375	0.115625	-0.213437	1.238437	-0.291562	-0.055625	1.247500	-0.061875	-0.451250	1.241562	-0.095312	1.159687	1.222500	-0.011250	-0.121875	1.240312	-2.048000	0.266750	0.324875	1.144063	0.352313	0.027500	0.991750	0.245250	0.134750	3779	067
14.56.51.508 23	-0.133437	-0.866875	1.255625	-0.017500	-0.467500	1.395000	0.085000	-0.166250	1.277812	0.113437	-0.210937	1.237500	-0.294687	-0.060625	1.247500	-0.062187	-0.452812	1.240312	-0.097187	1.163437	1.221250	-0.016875	-0.118437	1.237812	-2.048000	0.268000	0.327313	1.144000	0.352000	0.025500	0.991250	0.246250	0.135250	3779	069
14.56.51.840 23	-0.136875	-0.885000	1.254062	-0.008437	-0.463437	1.398750	0.094687	-0.171562	1.279375	0.112187	-0.213437	1.238437	-0.295937	-0.066562	1.251250	-0.061562	-0.448750	1.241250	-0.092187	1.159062	1.222500	-0.021250	-0.125312	1.241250	-2.048000	0.266750	0.325188	1.143875	0.352188	0.028000	0.991000	0.247500	0.132000	3779	071
14.56.52.170 23	-0.078750	-0.838750	1.257187	-0.012187	-0.465625	1.395937	0.112812	-0.144062	1.279687	0.148750	-0.169687	1.238750	-0.275937	0.010937	1.250937	-0.032812	-0.410312	1.240937	-0.048750	1.177812	1.222500	0.007812	-0.090937	1.240625	-2.048000	0.262938	0.325750	1.149063	0.350313	0.027625	0.993000	0.246000	0.134688	3843	073
14.56.52.500 23	1.186875	0.143750	1.255312	0.079062	-0.380000	1.397187	0.655000	0.383437	1.281562	1.205312	0.798750	1.239687	0.270625	1.473125	1.250312	0.912500	0.296875	1.239375	1.124062	1.561562	1.219062	0.760937	0.594375	1.241250	-2.048000	0.620938	0.330125	0.697250	0.576438	0.029250	0.537938	0.491563	0.131750	1238	075
14.56.52.833 23	0.377500	-0.467500	1.255937	0.049062	-0.385000	1.397500	0.332812	0.069062	1.280937	0.537500	0.187500	1.242500	-0.059375	0.537500	1.250625	0.312187	-0.148125	1.239062	0.362500	1.335625	1.219687	0.284062	0.164687	1.243437	-2.048000	0.143938	0.342188	-1.150438	0.557688	0.031688	-1.049500	0.346938	0.131500	1773	077
14.56.53.162 23	-0.147500	-0.850625	1.258125	-0.028437	-0.445625	1.397187	0.091562	-0.141875	1.281250	0.101562	-0.182187	1.240312	-0.312500	-0.041562	1.249687	-0.078750	-0.427812	1.244062	-0.101875	1.182812	1.223437	-0.030312	-0.101875	1.243437	-2.048000	-0.263938	0.344625	-1.214875	-0.217625	0.036500	-1.089938	-0.270938	0.137125	1773	079
14.56.53.495 23	-0.152187	-0.855000	1.255625	-0.024062	-0.444687	1.401250	0.077812	-0.148750	1.280937	0.098125	-0.190312	1.237812	-0.312500	-0.039062	1.251562	-0.083125	-0.430312	1.244375	-0.102812	1.183125	1.221250	-0.036250	-0.103437	1.239687	-2.048000	-0.264000	0.347063	-1.184313	-0.226438	0.034563	-1.071250	-0.264500	0.136625	1774	081
14.56.53.827 23	-0.145000	-0.852500	1.257187	-0.032500	-0.436562	1.399687	0.076875	-0.144687	1.279687	0.096250	-0.184687	1.240312	-0.309062	-0.034062	1.250312	-0.071875	-0.435000	1.241562	-0.105000	1.178750	1.221875	-0.032187	-0.094375	1.239062	-2.048000	-0.265125	0.343563	-1.183063	-0.226313	0.036250	-1.072500	-0.265875	0.137625	1774	083
14.56.54.158 23	-0.154687	-0.854062	1.257187	-0.023125	-0.455937	1.400937	0.071562	-0.157812	1.280625	0.101562	-0.184687	1.238125	-0.315000	-0.049687	1.250000	-0.082812	-0.444062	1.242187	-0.110312	1.175312	1.220625	-0.044062	-0.111250	1.241875	-2.048000	-0.265000	0.344188	-1.184938	-0.226313	0.035000	-1.072125	-0.266125	0.135625	1774	085
14.56.54.489 23	-0.146562	-0.860625	1.256250	-0.025000	-0.448750	1.401250	0.072187	-0.150937	1.280312	0.099375	-0.195000	1.235625	-0.310937	-0.038125	1.248750	-0.076562	-0.437812	1.240937	-0.105000	1.173125	1.220312	-0.026250	-0.101250	1.242500	-2.048000	-0.264625	0.345750	-1.183500	-0.227625	0.036188	-1.072000	-0.266375	0.137063	1774	087
14.56.54.821 23	-0.148750	-0.854687	1.253750	-0.032500	-0.445312	1.399375	0.060312	-0.137187	1.280625	0.089062	-0.198125	1.237187	-0.309687	-0.035312	1.248437	-0.090625	-0.432187	1.243125	-0.113437	1.189375	1.220937	-0.033125	-0.093437	1.244375	-2.048000	-0.264563	0.345063	-1.183563	-0.227813	0.036875	-1.073000	-0.265125	0.139438	1774	089
14.56.55.153 23	-0.153125	-0.847812	1.258750	-0.029062	-0.436875	1.397812	0.073750	-0.129375	1.280000	0.095312	-0.186250	1.238750	-0.309375	-0.027812	1.249687	-0.081875	-0.422187	1.244062	-0.112812	1.182812	1.222187	-0.031875	-0.097187	1.240937	-2.048000	-0.264250	0.344313	-1.183688	-0.226938	0.033813	-1.071625	-0.267875	0.138000	1774	091
14.56.55.483 23	-0.153750	-0.851875	1.256875	-0.031250	-0.443125	1.400937	0.081875	-0.138437	1.281562	0.096875	-0.192500	1.239687	-0.308750	-0.038125	1.250000	-0.080937	-0.426250	1.244062	-0.107500	1.177500	1.224062	-0.037500	-0.096562	1.240000	-2.048000	-0.264250	0.344813	-1.183313	-0.226625	0.035000	-1.070063	-0.265500	0.137125	1774	093
14.56.55.812 23	-0.161562	-0.856562	1.259375	-0.033437	-0.446250	1.397187	0.074687	-0.139375	1.279375	0.092812	-0.185312	1.236562	-0.317500	-0.029062	1.250000	-0.082187	-0.421250	1.242812	-0.116562	1.190937	1.225000	-0.042500	-0.103125	1.239062	-2.048000	-0.263938	0.344688	-1.185188	-0.226750	0.036500	-1.072313	-0.266750	0.138625	1774	095
14.56.56.145 23	-0.149375	-0.863437	1.258125	-0.032187	-0.447812	1.401250	0.069375	-0.144687	1.279062	0.091875	-0.177812	1.240625	-0.308437	-0.030000	1.249687	-0.083750	-0.424062	1.243125	-0.110937	1.179062	1.225625	-0.029687	-0.100937	1.240000	-2.048000	-0.264188	0.344563	-1.182688	-0.225938	0.035875	-1.072250	-0.266000	0.138000	1774	097
14.56.56.478 23	-0.170625	-0.827500	1.256562	-0.038750	-0.411875	1.402187	0.071250	-0.112500	1.280625	0.104687	-0.154375	1.237812	-0.313750	0.000000	1.248750	-0.097500	-0.391875	1.242500	-0.121250	1.203125	1.227812	-0.045937	-0.074062	1.240937	-2.048000	-0.263625	0.345750	-1.183188	-0.228000	0.033813	-1.070500	-0.268500	0.136250	1774	099
14.56.56.810 23	-0.149687	-0.856875	1.257500	-0.039062	-0.448125	1.400312	0.077500	-0.135625	1.279687	0.095625	-0.180937	1.238125	-0.314375	-0.030312	1.249062	-0.088750	-0.426250	1.243437	-0.119062	1.190625	1.226875	-0.038437	-0.097812	1.239687	-2.048000	-0.264750	0.344750	-1.182688	-0.227688	0.035000	-1.070250	-0.266750	0.138500	1774	101
14.56.57.141 23	-0.157187	-0.866562	1.256250	-0.040937	-0.454375	1.400000	0.080625	-0.152812	1.279062	0.099062	-0.185312	1.239062	-0.321562	-0.040000	1.251250	-0.081562	-0.431562	1.243750	-0.113750	1.176562	1.225625	-0.027500	-0.108750	1.237187	-2.048000	-0.264250	0.343375	-1.183688	-0.226750	0.034688	-1.071250	-0.266250	0.138000	1774	103
14.56.57.474 23	-0.161562	-0.866562	1.258437	-0.037187	-0.458750	1.400625	0.070312	-0.151875	1.279062	0.103750	-0.184687	1.240312	-0.314687	-0.037500	1.250312	-0.085312	-0.428125	1.242500	-0.105312	1.184062	1.227812	-0.027812	-0.094687	1.240937	-2.048000	-0.264563	0.343750	-1.184063	-0.228313	0.034063	-1.071688	-0.267813	0.137250	1774	105
14.56.57.804 23	-0.147812	-0.867187	1.257812	-0.033125	-0.464687	1.399687	0.072812	-0.146250	1.280937	0.099687	-0.194687	1.239687	-0.322187	-0.040312	1.253125	-0.081250	-0.437500	1.243437	-0.104375	1.189062	1.228125	-0.033125	-0.107187	1.238437	-2.048000	-0.264500	0.345938	-1.183938	-0.227625	0.035625	-1.071813	-0.265438	0.135500	1774	107
14.56.58.137 23	-0.407500	-1.030312	1.258437	-0.067812	-0.453437	1.399687	-0.047500	-0.240312	1.279687	-0.108437	-0.350625	1.239062	-0.427812	-0.310312	1.251875	-0.283125	-0.560000	1.241562	-0.347500	1.113437	1.228125	-0.191562	-0.224375	1.239375	-2.048000	-0.197125	0.342375	-1.204313	-0.216188	0.033313	-1.082500	-0.258375	0.136063	1499	109
14.56.58.470 23	-1.385000	-1.794375	1.260312	-0.163750	-0.549687	1.402500	-0.482500	-0.667812	1.281250	-0.895625	-1.126875	1.240312	-0.831875	-1.418750	1.250937	-0.965312	-1.131562	1.242187	-1.176562	0.793750	1.225625	-0.738125	-0.778437	1.241562	-2.048000	0.765250	0.327625	-0.797000	0.553875	0.026563	-0.593375	0.490750	0.129688	0186	111
14.56.58.803 23	-1.069687	-1.596875	1.259062	-0.087812	-0.516562	1.401875	-0.313125	-0.557187	1.281562	-0.635937	-0.929062	1.241562	-0.681250	-1.119062	1.253125	-0.754375	-0.971250	1.243437	-0.944687	0.874687	1.226250	-0.562500	-0.639687	1.240937	-2.048000	0.170500	0.328813	0.699813	0.830750	0.023875	0.679750	0.564188	0.129625	3229	113
14.56.59.133 23	-1.058437	-1.509687	1.258750	-0.131250	-0.459687	1.401562	-0.322500	-0.488437	1.282812	-0.647812	-0.850000	1.240000	-0.711250	-1.027500	1.248437	-0.745937	-0.891562	1.244687	-0.930312	0.951562	1.225937	-0.572812	-0.547812	1.240625	-2.048000	-0.989813	0.344375	0.754438	-0.816125	0.040750	0.555500	-0.846750	0.142625	2231	115
14.56.59.463 23	-0.788437	-1.309687	1.259375	-0.125312	-0.479375	1.404062	-0.221250	-0.399687	1.284062	-0.418750	-0.647500	1.240625	-0.592500	-0.703125	1.249687	-0.540312	-0.743125	1.245312	-0.667500	1.005625	1.227187	-0.405625	-0.387187	1.241562	-2.048000	-0.375625	0.344813	-0.759250	-0.779063	0.041750	-0.749500	-0.647250	0.140500	1582	117
14.56.59.794 23	-0.121250	-0.862500	1.259062	-0.019375	-0.455000	1.401250	0.094687	-0.144062	1.282187	0.116562	-0.180625	1.241562	-0.297500	-0.026562	1.249375	-0.064062	-0.415625	1.245312	-0.082187	1.193125	1.223750	-0.020625	-0.097812	1.240937	-2.048000	0.039250	0.341688	-1.212625	0.116000	0.033625	-1.106375	0.048250	0.135250	1604	119
14.57.00.127 23	-0.107187	-0.846875	1.259062	-0.025000	-0.453750	1.400000	0.095937	-0.132187	1.282187	0.141562	-0.169687	1.238437	-0.288437	0.000000	1.250312	-0.050937	-0.409062	1.245000	-0.078750	1.177187	1.222812	-0.010000	-0.087500	1.240625	-2.048000	-0.007063	0.340688	-1.240438	0.085313	0.033250	-1.119563	0.008688	0.135000	1641	121
14.57.00.459 23	-0.032812	-0.792500	1.255937	-0.013750	-0.459062	1.398750	0.140312	-0.112187	1.282187	0.194687	-0.112812	1.240000	-0.267812	0.085937	1.253750	0.007187	-0.379687	1.245312	0.004062	1.195937	1.225312	0.029687	-0.067812	1.239687	-2.048000	-0.136000	0.344375	-1.225375	-0.013188	0.033250	-1.104438	-0.083750	0.135563	1779	123
14.57.00.786 23	-0.160937	-0.862812	1.259375	-0.031562	-0.459375	1.400625	0.059375	-0.147812	1.280000	0.094687	-0.197812	1.240625	-0.314375	-0.046562	1.251562	-0.081250	-0.435312	1.245625	-0.112187	1.168750	1.225312	-0.032187	-0.112812	1.240937	-2.048000	-0.272875	0.344188	-1.196375	-0.221563	0.034063	-1.080625	-0.268500	0.137625	1776	125
14.57.01.124 23	-0.168437	-0.885625	1.258125	-0.034687	-0.462812	1.401562	0.069062	-0.160937	1.283750	0.084062	-0.207500	1.242187	-0.321250	-0.063750	1.250312	-0.103750	-0.435312	1.244375	-0.120000	1.170625	1.225000	-0.044062	-0.117187	1.242812	-2.048000	-0.259313	0.345813	-1.183063	-0.229000	0.034063	-1.072188	-0.269563	0.135938	1758	127
14.57.01.450 23	-0.235937	-0.926562	1.259062	-0.054687	-0.453750	1.396875	0.048437	-0.166562	1.280312	0.041250	-0.251875	1.241562	-0.340937	-0.131562	1.250937	-0.138437	-0.473750	1.245937	-0.178125	1.161250	1.228125	-0.079375	-0.140000	1.244375	-2.048000	-0.186000	0.343250	-1.198500	-0.179438	0.036313	-1.085813	-0.218500	0.135375	1670	129
14.57.01.781 23	-0.177500	-0.877812	1.257812	-0.034375	-0.462187	1.401562	0.069375	-0.160625	1.282812	0.076875	-0.217812	1.240937	-0.325937	-0.083125	1.253437	-0.106250	-0.445937	1.245625	-0.130625	1.165625	1.227187	-0.056250	-0.128437	1.242500	-2.048000	-0.049938	0.342125	-1.221625	-0.024313	0.033375	-1.108000	-0.076000	0.134500	1641	131
14.57.02.111 23	-0.135000	-0.863125	1.261250	-0.019375	-0.460625	1.401875	0.095625	-0.150000	1.281250	0.113437	-0.197187	1.240937	-0.297187	-0.037187	1.254687	-0.074062	-0.440312	1.244687	-0.099062	1.173125	1.222187	-0.028437	-0.101250	1.244375	-2.048000	-0.048563	0.342625	-1.235625	0.023813	0.033375	-1.116000	-0.046250	0.135500	1652	133
14.57.02.443 23	-0.100625	-0.836562	1.258125	-0.020937	-0.457187	1.403437	0.104687	-0.138750	1.280312	0.148750	-0.156875	1.242812	-0.276250	0.005312	1.253750	-0.051250	-0.414375	1.244062	-0.063750	1.182500	1.222812	-0.003125	-0.089687	1.242812	-2.048000	-0.090438	0.344188	-1.229250	-0.006250	0.032500	-1.108250	-0.075500	0.135000	1707	135
14.57.02.775 23	-0.137187	-0.860625	1.257500	-0.029687	-0.461562	1.402187	0.081875	-0.148750	1.280625	0.115000	-0.191875	1.242187	-0.298750	-0.023125	1.250937	-0.062500	-0.432187	1.245937	-0.095625	1.169062	1.224687	-0.017812	-0.109062	1.245000	-2.048000	-0.177000	0.343500	-1.215000	-0.108188	0.035375	-1.098500	-0.170750	0.136500	1725	137
14.57.03.107 23	-0.160937	-0.875000	1.264062	-0.021875	-0.446250	1.401875	0.067187	-0.159687	1.280625	0.100000	-0.192812	1.243750	-0.310000	-0.059062	1.249375	-0.082187	-0.430937	1.243750	-0.105625	1.165625	1.222187	-0.032187	-0.108750	1.243437	-2.048000	-0.185500	0.344938	-1.207313	-0.135875	0.035188	-1.094500	-0.184063	0.135563	1719	139
14.57.03.438 23	-0.158125	-0.864375	1.260000	-0.015937	-0.451875	1.403125	0.075312	-0.150937	1.281562	0.110937	-0.200937	1.242812	-0.312812	-0.042500	1.247187	-0.086250	-0.428750	1.244375	-0.108750	1.175000	1.225312	-0.035312	-0.115937	1.242500	-2.048000	-0.175250	0.342938	-1.208500	-0.126875	0.033500	-1.093750	-0.176313	0.135313	1719	141
